listing_id,building_id,apartment_number,list_price,list_date
24001,19913,5C,5200000,2018-03-15 00:00:00 -0400
24002,19913,11B,5750000,2017-01-23 00:00:00 -0500
24003,19913,9A,7250000,2015-03-04 00:00:00 -0500
24004,19913,MED,1039500,2018-06-13 00:00:00 -0400
24005,19913,3D,5995000,2014-03-25 00:00:00 -0400
24006,19913,11B,5750000,2017-01-23 00:00:00 -0500
24007,19953,4BC,5950000,2016-03-28 00:00:00 -0400
24008,19953,1C,3495000,2014-04-17 00:00:00 -0400
24009,19953,6D,3200000,2018-05-02 00:00:00 -0400
24010,19954,1A,625000,2017-04-03 00:00:00 -0400
24011,19954,2D,649000,2018-04-13 10:29:07 -0400
24012,19954,5A,600000,2016-09-05 00:00:00 -0400
24013,19955,41,675000,2016-09-08 00:00:00 -0400
24014,19955,C,385000,2014-06-30 00:00:00 -0400
24015,19955,39,295000,2014-12-16 00:00:00 -0500
24016,19955,1,695000,2016-03-08 00:00:00 -0500
24017,19955,49,375000,2018-06-06 15:31:02 -0400
24018,19955,25,294500,2014-08-12 18:14:44 -0400
24019,19955,5,359900,2017-03-31 00:00:00 -0400
24020,19955,C,499000,2017-09-08 00:00:00 -0400
24021,19955,34,335000,2016-06-02 00:00:00 -0400
24022,19955,46,535000,2017-06-07 00:00:00 -0400
24023,19965,2-B,3500000,2015-09-09 00:00:00 -0400
24024,19965,2-C,2875000,2015-09-11 00:00:00 -0400
24025,19965,12-D,5995000,2015-11-30 00:00:00 -0500
24026,19965,11A,6695000,2017-11-02 00:00:00 -0400
24027,19982,PH-M,37500000,2014-04-06 00:00:00 -0400
24028,19982,5-M,10500000,2014-04-23 00:00:00 -0400
24029,19982,4M,8950000,2015-03-25 00:00:00 -0400
24030,19982,12M/PH,38000000,2017-01-23 00:00:00 -0500
24031,19982,PHM,37500000,2014-04-01 00:00:00 -0400
24032,20012,4F,900000,2016-08-09 00:00:00 -0400
24033,20012,1D,825000,2016-10-11 00:00:00 -0400
24034,20012,4E,995000,2017-06-08 00:00:00 -0400
24035,20012,6F,725000,2015-03-23 00:00:00 -0400
24036,20017,10F,1240000,2015-04-04 00:00:00 -0400
24037,20017,10D,1900000,2017-03-07 00:00:00 -0500
24038,20017,6F,1450000,2018-03-12 00:00:00 -0400
24039,20017,4B,1390000,2015-08-27 00:00:00 -0400
24040,20017,PH,3475000,2017-06-15 00:00:00 -0400
24041,20017,2A,1195000,2018-06-25 00:00:00 -0400
24042,20017,6C,859000,2015-09-16 00:00:00 -0400
24043,20017,2E,429000,2015-01-28 00:00:00 -0500
24044,20017,9D,6295000,2014-09-11 00:00:00 -0400
24045,20017,6A,995000,2015-05-11 17:36:27 -0400
24046,20017,10A,1425000,2017-09-25 00:00:00 -0400
24047,20070,4-B,549000,2015-02-10 00:00:00 -0500
24048,20070,3B,519000,2015-01-29 00:00:00 -0500
24049,20070,4B,699888,2018-03-19 00:00:00 -0400
24050,20097,5D,469000,2018-08-08 00:00:00 -0400
24051,20097,4B,585000,2018-07-18 14:05:38 -0400
24052,20097,1B,999000,2015-10-14 00:00:00 -0400
24053,20097,3B,590000,2017-08-16 00:00:00 -0400
24054,20108,13B,10400000,2015-09-16 00:00:00 -0400
24055,20108,4B,6400000,2016-05-20 00:00:00 -0400
24056,20108,14A,6500000,2016-04-07 00:00:00 -0400
24057,20108,12A,3900000,2017-02-08 00:00:00 -0500
24058,20165,5M,430000,2018-04-02 19:12:05 -0400
24059,20165,5H,409000,2018-05-02 00:00:00 -0400
24060,20165,2-A,554000,2014-04-29 00:00:00 -0400
24061,20165,4J,445000,2017-03-03 00:00:00 -0500
24062,20165,1D,339000,2016-09-08 00:00:00 -0400
24063,20165,3J,445000,2017-10-05 00:00:00 -0400
24064,20165,4K,400000,2017-11-13 00:00:00 -0500
24065,20165,PH5,414500,2014-09-18 00:00:00 -0400
24066,20165,4L,319000,2014-09-23 00:00:00 -0400
24067,20165,5J,415000,2018-01-22 00:00:00 -0500
24068,20165,PH1,540000,2016-09-16 00:00:00 -0400
24069,20165,3M,309000,2014-06-20 00:00:00 -0400
24070,20165,3AA,560000,2014-09-11 00:00:00 -0400
24071,20165,5K,299000,2014-02-13 00:00:00 -0500
24072,20165,1J,559000,2014-05-05 00:00:00 -0400
24073,20165,1J,800000,2018-06-05 00:00:00 -0400
24074,20165,1G,210000,2014-02-15 00:00:00 -0500
24075,20165,PH4,849000,2014-03-21 00:00:00 -0400
24076,20165,PH-3,1348000,2018-06-11 00:00:00 -0400
24077,20165,4B,425000,2018-06-07 00:00:00 -0400
24078,20179,10FL,16900000,2016-04-01 13:37:35 -0400
24079,20179,10FL,16900000,2016-04-01 00:00:00 -0400
24080,20179,4B,1995000,2017-09-12 00:00:00 -0400
24081,20187,PHE,3650000,2014-10-28 00:00:00 -0400
24082,20187,10A,2875000,2016-04-15 00:00:00 -0400
24083,20187,11AB,5186900,2014-01-31 00:00:00 -0500
24084,20187,PHD,5500000,2016-03-08 00:00:00 -0500
24085,20187,8G,975000,2014-04-04 00:00:00 -0400
24086,20187,9D,1795000,2016-11-04 00:00:00 -0400
24087,20187,3E,2150000,2014-10-27 00:00:00 -0400
24088,20187,5A,2800000,2014-04-28 00:00:00 -0400
24089,20187,2H,995000,2018-07-20 00:00:00 -0400
24090,20187,7H,1875000,2018-01-17 00:00:00 -0500
24091,20187,15D,5000000,2018-07-23 00:00:00 -0400
24092,20224,4C,1,2015-05-13 00:00:00 -0400
24093,20224,4-D,4450000,2018-06-25 00:00:00 -0400
24094,20224,PHE,6950000,2015-11-20 00:00:00 -0500
24095,20224,4D,4100000,2016-02-04 00:00:00 -0500
24096,20224,6AB,7500000,2015-01-12 00:00:00 -0500
24097,20224,22/7A,1795000,2017-11-21 16:30:50 -0500
24098,20230,3F,635000,2018-06-12 16:19:11 -0400
24099,20240,3-E,4225000,2016-05-03 00:00:00 -0400
24100,20240,8-A,4495000,2018-01-16 10:24:38 -0500
24101,20240,5D,3100000,2014-06-16 00:00:00 -0400
24102,20240,17C,5250000,2017-11-01 00:00:00 -0400
24103,20240,8C,3900000,2017-10-24 00:00:00 -0400
24104,20240,17A,4350000,2017-09-05 00:00:00 -0400
24105,20240,3B,1325000,2017-05-15 00:00:00 -0400
24106,20253,10J,1690000,2018-07-05 00:00:00 -0400
24107,20253,10B,1495000,2014-07-11 00:00:00 -0400
24108,20253,10B,1428000,2016-06-30 17:54:00 -0400
24109,20253,9F,625000,2017-03-27 00:00:00 -0400
24110,20253,7-C,599900,2016-05-04 00:00:00 -0400
24111,20253,6M,828888,2016-04-04 09:15:11 -0400
24112,20253,12K,1195000,2018-02-21 00:00:00 -0500
24113,20253,16K,2499000,2016-11-28 00:00:00 -0500
24114,20253,7F,595000,2017-07-20 00:00:00 -0400
24115,20253,15E,1195000,2017-02-27 00:00:00 -0500
24116,20253,5-E,2395000,2014-01-23 00:00:00 -0500
24117,20253,4-E,1350000,2014-01-10 00:00:00 -0500
24118,20253,3K,895000,2015-02-17 00:00:00 -0500
24119,20253,14M,1795000,2014-10-02 15:15:42 -0400
24120,20253,14B,1500000,2014-03-15 10:10:00 -0400
24121,20253,3-C,599000,2015-10-13 00:00:00 -0400
24122,20253,6-B,1299000,2016-05-26 00:00:00 -0400
24123,20253,7-K,948888,2015-10-26 00:00:00 -0400
24124,20253,5C,699000,2016-02-03 00:00:00 -0500
24125,20253,10F,650000,2015-12-19 00:00:00 -0500
24126,20253,5-A,599000,2017-02-28 00:00:00 -0500
24127,20253,8G,875000,2017-09-05 00:00:00 -0400
24128,20253,12J,620000,2017-12-14 00:00:00 -0500
24129,20276,10C,2795000,2015-10-28 00:00:00 -0400
24130,20276,11E,3800000,2015-10-09 00:00:00 -0400
24131,20276,1A,2050000,2014-07-16 00:00:00 -0400
24132,20276,15G,3850000,2018-02-09 00:00:00 -0500
24133,20276,12C,2000000,2018-03-14 00:00:00 -0400
24134,20276,11E,3395000,2016-03-08 00:00:00 -0500
24135,20280,15S,355000,2016-04-20 00:00:00 -0400
24136,20280,12Q,342000,2015-09-09 00:00:00 -0400
24137,20280,9L,469000,2015-09-28 00:00:00 -0400
24138,20280,3J,695000,2018-01-09 00:00:00 -0500
24139,20280,16V,395000,2017-11-09 00:00:00 -0500
24140,20280,15U,389000,2017-10-19 00:00:00 -0400
24141,20280,8K,685000,2017-04-07 00:00:00 -0400
24142,20280,16D,339000,2014-10-14 00:00:00 -0400
24143,20280,12V,280000,2014-02-06 00:00:00 -0500
24144,20280,8EE,269000,2014-02-27 00:00:00 -0500
24145,20280,6V,299000,2015-01-14 00:00:00 -0500
24146,20280,4-W,295000,2015-05-09 00:00:00 -0400
24147,20280,15-H,550000,2016-03-09 00:00:00 -0500
24148,20280,2F,705000,2016-05-20 00:00:00 -0400
24149,20280,16L,389000,2017-05-11 00:00:00 -0400
24150,20280,12M,695000,2016-10-18 00:00:00 -0400
24151,20280,17-U,365000,2017-09-15 00:00:00 -0400
24152,20280,10M,695000,2017-10-06 00:00:00 -0400
24153,20280,9M,649000,2018-03-02 00:00:00 -0500
24154,20280,16FF,299000,2015-05-12 00:00:00 -0400
24155,20280,10R,375000,2014-09-30 00:00:00 -0400
24156,20280,7R,320000,2015-04-27 00:00:00 -0400
24157,20280,3S,336000,2015-09-21 00:00:00 -0400
24158,20280,14I,1275000,2015-12-10 00:00:00 -0500
24159,20280,12-O,775000,2018-03-22 00:00:00 -0400
24160,20280,5-K,649000,2015-04-01 00:00:00 -0400
24161,20280,10S,400000,2016-09-16 00:00:00 -0400
24162,20280,17B,420000,2018-07-10 00:00:00 -0400
24163,20280,16A,340000,2018-03-01 00:00:00 -0500
24164,20280,9L,359000,2014-11-11 00:00:00 -0500
24165,20280,9D,360000,2018-03-18 00:00:00 -0400
24166,20280,16R,379000,2017-04-19 00:00:00 -0400
24167,20280,17-N,1195000,2016-09-29 00:00:00 -0400
24168,20280,10-C,340000,2014-04-10 00:00:00 -0400
24169,20280,3U,289000,2014-03-26 00:00:00 -0400
24170,20280,10EE,309000,2016-03-08 00:00:00 -0500
24171,20280,15F,1380000,2016-02-17 00:00:00 -0500
24172,20280,5R,345000,2016-06-27 00:00:00 -0400
24173,20280,3L,399000,2018-02-14 00:00:00 -0500
24174,20280,15C,395000,2017-10-31 00:00:00 -0400
24175,20280,12-O,644000,2015-06-26 08:59:45 -0400
24176,20280,17K,639000,2015-05-03 20:00:00 -0400
24177,20280,12FF,275000,2016-07-12 00:00:00 -0400
24178,20280,10C,389000,2017-05-25 00:00:00 -0400
24179,20280,14EE,289000,2014-08-12 20:00:00 -0400
24180,20280,11S,390000,2014-09-26 00:00:00 -0400
24181,20280,5B,329000,2014-09-20 00:00:00 -0400
24182,20280,16EE,350000,2014-05-07 15:41:40 -0400
24183,20280,14A,329000,2014-05-13 00:00:00 -0400
24184,20280,3I,925000,2018-03-08 00:00:00 -0500
24185,20280,3L,309000,2014-04-21 00:00:00 -0400
24186,20280,5K,559000,2014-01-03 00:00:00 -0500
24187,20280,8G,475000,2014-11-20 00:00:00 -0500
24188,20280,2L,399000,2018-05-10 00:00:00 -0400
24189,20280,11K,669000,2018-05-25 00:00:00 -0400
24190,20280,9K,679000,2018-06-21 11:47:10 -0400
24191,20311,9-B,1365000,2014-10-16 00:00:00 -0400
24192,20311,4A,3150000,2014-04-28 11:47:51 -0400
24193,20311,11-B,1295000,2017-04-28 00:00:00 -0400
24194,20311,14A,3750000,2014-10-10 00:00:00 -0400
24195,20327,8C,1995000,2018-09-04 00:00:00 -0400
24196,20327,4C,3000000,2016-10-13 00:00:00 -0400
24197,20327,9A,2675000,2017-10-12 00:00:00 -0400
24198,20327,8A,2250000,2016-03-04 00:00:00 -0500
24199,20327,2C,2500000,2016-10-02 00:00:00 -0400
24200,20354,3-C,525000,2017-09-20 00:00:00 -0400
24201,20354,6C,699000,2014-10-30 00:00:00 -0400
24202,20358,3-A,249000,2015-06-04 00:00:00 -0400
24203,20373,32B,2250000,2018-06-11 00:00:00 -0400
24204,20373,43AB,6250000,2016-09-08 00:00:00 -0400
24205,20373,24D,1975000,2014-03-07 00:00:00 -0500
24206,20373,42C,6595000,2014-09-08 00:00:00 -0400
24207,20373,39H,1600000,2015-10-26 00:00:00 -0400
24208,20373,27A,2900000,2017-04-24 00:00:00 -0400
24209,20373,32C,725000,2016-10-25 00:00:00 -0400
24210,20373,47CD,2995000,2016-09-28 00:00:00 -0400
24211,20373,23ED,2695000,2014-02-28 00:00:00 -0500
24212,20373,21H,1875000,2017-09-28 00:00:00 -0400
24213,20373,43CD,3480000,2017-09-29 00:00:00 -0400
24214,20373,44A,3800000,2017-09-27 00:00:00 -0400
24215,20373,25H,2100000,2017-01-24 00:00:00 -0500
24216,20373,33A,3300000,2014-06-02 00:00:00 -0400
24217,20373,31B,2295000,2018-03-20 00:00:00 -0400
24218,20373,37H,1595000,2014-06-09 00:00:00 -0400
24219,20373,48G,1495000,2017-10-05 00:00:00 -0400
24220,20373,22FG,2200000,2016-01-14 00:00:00 -0500
24221,20373,21B,2250000,2014-01-27 00:00:00 -0500
24222,20373,27B,2100000,2017-08-23 00:00:00 -0400
24223,20373,35A,3500000,2014-03-13 00:00:00 -0400
24224,20373,44-G,1150000,2014-10-27 00:00:00 -0400
24225,20373,35A,2950000,2018-08-03 15:43:42 -0400
24226,20373,34H,2495000,2014-02-28 00:00:00 -0500
24227,20373,25-F,875000,2018-03-12 00:00:00 -0400
24228,20373,36CD,2980000,2015-06-10 00:00:00 -0400
24229,20373,46F,745000,2014-03-05 00:00:00 -0500
24230,20373,24FG,1850000,2014-04-09 00:00:00 -0400
24231,20373,33F,745000,2014-11-12 00:00:00 -0500
24232,20373,43F,779000,2015-03-18 00:00:00 -0400
24233,20373,43E,905000,2016-02-18 00:00:00 -0500
24234,20373,43E,905000,2016-02-18 00:00:00 -0500
24235,20373,23A,3499000,2016-10-25 00:00:00 -0400
24236,20373,38B,2800000,2015-06-26 00:00:00 -0400
24237,20373,39 B,2295000,2016-04-27 14:55:24 -0400
24238,20373,36E,1200000,2017-01-20 00:00:00 -0500
24239,20373,31F,765000,2016-11-02 00:00:00 -0400
24240,20373,42B,1750000,2017-10-25 00:00:00 -0400
24241,20373,29-A,3500000,2016-09-14 17:13:41 -0400
24242,20373,34H,2750000,2018-05-30 10:24:32 -0400
24243,20373,27E,1350000,2017-10-02 00:00:00 -0400
24244,20373,34BA,5350000,2017-05-10 00:00:00 -0400
24245,20377,Duplex 12-14,7050000,2017-06-16 00:00:00 -0400
24246,20377,6THFLOOR,9250000,2017-06-16 00:00:00 -0400
24247,20377,5TH FLOOR,9000000,2014-10-19 00:00:00 -0400
24248,20377,TOWNHOUSE,12450000,2014-03-17 00:00:00 -0400
24249,20377,7TH FLOOR,9500000,2014-03-17 00:00:00 -0400
24250,20377,8TH FLOOR,9750000,2014-06-02 00:00:00 -0400
24251,20377,16TH FLOOR,7650000,2014-03-17 00:00:00 -0400
24252,20377,15TH FLOOR,7350000,2014-04-29 00:00:00 -0400
24253,20377,PENTHOUSE,22000000,2017-11-06 00:00:00 -0500
24254,20377,DUPLEX,14500000,2014-03-17 00:00:00 -0400
24255,20377,9TH FLOOR,9950000,2017-04-07 00:00:00 -0400
24256,20377,4 FL,9450000,2018-03-01 00:00:00 -0500
24257,20377,17TH FLOOR,7850000,2014-05-09 00:00:00 -0400
24258,20408,8THFLOOR,5900000,2014-06-02 00:00:00 -0400
24259,20416,6/7F,8500000,2015-07-30 00:00:00 -0400
24260,20416,8-D,5100000,2016-04-07 00:00:00 -0400
24261,20416,7A1,5250000,2018-01-09 13:09:01 -0500
24262,20416,13A,11900000,2014-05-13 00:00:00 -0400
24263,20416,16/17C2,8950000,2017-08-15 00:00:00 -0400
24264,20416,9D,5100000,2016-11-04 00:00:00 -0400
24265,20416,11G,12250000,2016-04-29 00:00:00 -0400
24266,20416,3E,3950000,2015-10-21 00:00:00 -0400
24267,20416,11B,8500000,2014-09-11 00:00:00 -0400
24268,20416,13D,7400000,2015-06-19 00:00:00 -0400
24269,20416,12G,10495000,2015-10-30 00:00:00 -0400
24270,20416,16-C,14750000,2014-10-24 00:00:00 -0400
24271,20416,22/23,23500000,2016-06-10 00:00:00 -0400
24272,20416,14C,4000000,2017-06-27 00:00:00 -0400
24273,20416,14/15D,10950000,2018-06-04 00:00:00 -0400
24274,20416,22/23,23500000,2016-06-10 00:00:00 -0400
24275,20431,10B,699000,2014-03-22 00:00:00 -0400
24276,20431,19G,725000,2015-01-21 00:00:00 -0500
24277,20431,18-CE,1100000,2014-12-11 00:00:00 -0500
24278,20431,8E,1699900,2018-01-10 00:00:00 -0500
24279,20431,8CD,1395000,2017-11-13 00:00:00 -0500
24280,20431,9H,549000,2015-04-19 00:00:00 -0400
24281,20431,7H,525000,2015-02-24 00:00:00 -0500
24282,20431,5D,675000,2016-03-05 00:00:00 -0500
24283,20431,15B,785000,2016-04-04 00:00:00 -0400
24284,20431,15D,725000,2017-03-01 00:00:00 -0500
24285,20431,2-F,659000,2016-05-31 00:00:00 -0400
24286,20431,3C,565000,2015-02-24 21:15:21 -0500
24287,20431,18-E,329000,2014-12-19 00:00:00 -0500
24288,20431,18-C,749000,2014-12-11 00:00:00 -0500
24289,20431,5A,299000,2014-04-10 20:00:00 -0400
24290,20431,2-AB,989000,2016-07-28 00:00:00 -0400
24291,20431,20-B,499000,2017-07-10 00:00:00 -0400
24292,20431,17-A,785000,2018-07-26 00:00:00 -0400
24293,20431,2G,495000,2014-08-13 00:00:00 -0400
24294,20431,11-A,299999,2015-02-21 00:00:00 -0500
24295,20431,11-B,679000,2016-07-19 00:00:00 -0400
24296,20431,10D,725000,2015-03-09 00:00:00 -0400
24297,20431,3G,595000,2017-01-05 00:00:00 -0500
24298,20442,7A,7000000,2015-04-16 00:00:00 -0400
24299,20442,3H,4900000,2017-01-10 00:00:00 -0500
24300,20442,10BC,9950000,2016-11-18 00:00:00 -0500
24301,20442,8D,4250000,2016-06-09 00:00:00 -0400
24302,20442,7F,5950000,2016-09-02 00:00:00 -0400
24303,20442,2D,3300000,2015-09-09 00:00:00 -0400
24304,20442,3H,4600000,2017-12-12 00:00:00 -0500
24305,20442,2F,5950000,2018-02-14 15:36:31 -0500
24306,20442,6E,10750000,2018-05-11 00:00:00 -0400
24307,20461,5D,599000,2015-07-27 00:00:00 -0400
24308,20461,11CD,1495000,2018-04-17 00:00:00 -0400
24309,20461,13CD,1450000,2017-06-14 00:00:00 -0400
24310,20461,6A,599000,2018-01-25 14:30:20 -0500
24311,20461,10CDE,1650000,2017-01-03 00:00:00 -0500
24312,20461,5C,269000,2014-01-13 00:00:00 -0500
24313,20461,6C,385000,2016-07-08 10:33:49 -0400
24314,20461,7C,290000,2014-09-14 00:00:00 -0400
24315,20461,15DE,1249000,2014-05-15 20:00:00 -0400
24316,20461,15C,335000,2017-02-17 00:00:00 -0500
24317,20461,11B,725000,2015-10-20 00:00:00 -0400
24318,20461,8E,325000,2015-04-03 00:00:00 -0400
24319,20461,8B,599000,2014-01-30 00:00:00 -0500
24320,20461,15-DE,1495000,2017-05-17 00:00:00 -0400
24321,20461,7-A,650000,2018-05-17 00:00:00 -0400
24322,20461,12CDE,1795000,2018-01-31 00:00:00 -0500
24323,20461,6C,289000,2014-02-14 00:00:00 -0500
24324,20461,9CD,1450000,2016-11-10 00:00:00 -0500
24325,20461,8B,675000,2015-12-17 00:00:00 -0500
24326,20465,PH37JK,2995000,2014-05-06 00:00:00 -0400
24327,20465,31-AS,3500000,2017-02-17 00:00:00 -0500
24328,20465,18-J,1600000,2017-03-02 00:00:00 -0500
24329,20465,20E,880000,2017-09-21 00:00:00 -0400
24330,20465,3G,819000,2018-08-14 00:00:00 -0400
24331,20465,18F,875000,2018-04-12 00:00:00 -0400
24332,20465,12N,870000,2018-06-21 14:56:23 -0400
24333,20465,7B,1500000,2018-04-04 00:00:00 -0400
24334,20465,9R,785000,2015-03-12 17:40:31 -0400
24335,20465,24M,875000,2018-07-26 00:00:00 -0400
24336,20465,23P,880000,2018-08-10 00:00:00 -0400
24337,20465,21M,839000,2018-03-02 00:00:00 -0500
24338,20465,27N,880000,2018-08-27 15:27:39 -0400
24339,20465,14J,1290000,2015-02-23 00:00:00 -0500
24340,20465,14M,728000,2017-03-16 00:00:00 -0400
24341,20465,14-B,1580000,2017-09-08 00:00:00 -0400
24342,20465,36G,860000,2015-10-27 00:00:00 -0400
24343,20465,27-G,895000,2016-03-11 00:00:00 -0500
24344,20465,15-C,895000,2016-10-07 00:00:00 -0400
24345,20465,4H,1395000,2015-09-11 00:00:00 -0400
24346,20465,25B,1595000,2016-02-04 00:00:00 -0500
24347,20465,30A,1695000,2016-01-26 00:00:00 -0500
24348,20465,33M,950000,2015-02-20 00:00:00 -0500
24349,20465,8-C,895000,2017-08-03 00:00:00 -0400
24350,20465,6-E,650000,2017-02-10 00:00:00 -0500
24351,20465,16-B,1595000,2017-03-10 00:00:00 -0500
24352,20465,29R,885000,2017-04-26 00:00:00 -0400
24353,20465,12E,875000,2015-03-03 00:00:00 -0500
24354,20465,14-K,650000,2017-09-21 00:00:00 -0400
24355,20465,4-C,870000,2017-07-18 00:00:00 -0400
24356,20465,35G,875000,2014-03-28 00:00:00 -0400
24357,20465,5K,545000,2014-04-23 00:00:00 -0400
24358,20465,5D,738888,2014-04-14 12:01:12 -0400
24359,20465,18B,1395000,2014-03-11 00:00:00 -0400
24360,20465,21K,525000,2014-02-11 00:00:00 -0500
24361,20465,9C,840000,2015-01-29 00:00:00 -0500
24362,20465,18N,890000,2015-01-26 00:00:00 -0500
24363,20465,23M,875000,2014-10-10 00:00:00 -0400
24364,20465,9M,820000,2014-11-30 00:00:00 -0500
24365,20465,20F,850000,2015-01-23 00:00:00 -0500
24366,20465,23-E,825000,2014-09-02 00:00:00 -0400
24367,20465,24E,895000,2015-01-13 00:00:00 -0500
24368,20465,3-S,859000,2018-04-25 00:00:00 -0400
24369,20465,23K,579000,2017-10-04 00:00:00 -0400
24370,20465,12-AS,3495000,2016-04-27 00:00:00 -0400
24371,20465,29R,865000,2014-07-16 00:00:00 -0400
24372,20465,15L,890000,2017-01-30 00:00:00 -0500
24373,20465,36B,1799000,2017-01-30 00:00:00 -0500
24374,20465,30-J,1670000,2017-10-10 00:00:00 -0400
24375,20465,21B,1550000,2015-08-01 00:00:00 -0400
24376,20465,4K,569995,2018-02-13 18:49:22 -0500
24377,20465,16-D,875000,2018-01-02 00:00:00 -0500
24378,20465,18-S,950000,2018-02-09 00:00:00 -0500
24379,20465,12 P,849000,2018-04-12 12:25:26 -0400
24380,20465,12AS2,2500000,2014-03-20 00:00:00 -0400
24381,20465,12AS1,2500000,2014-03-20 00:00:00 -0400
24382,20465,36AS,3900000,2014-04-13 00:00:00 -0400
24383,20465,34G,895000,2018-05-01 00:00:00 -0400
24384,20465,9F,849000,2018-05-10 00:00:00 -0400
24385,20465,20B,1600000,2018-04-24 00:00:00 -0400
24386,20471,12A,399000,2015-09-08 00:00:00 -0400
24387,20471,15,379000,2017-08-24 10:55:12 -0400
24388,20471,11,419000,2016-04-13 00:00:00 -0400
24389,20471,15,310000,2016-01-25 00:00:00 -0500
24390,20471,14,390000,2016-08-22 00:00:00 -0400
24391,20471,12,399000,2017-05-15 00:00:00 -0400
24392,20471,7,419000,2016-09-12 00:00:00 -0400
24393,20472,2D,1250000,2017-09-19 11:22:31 -0400
24394,20472,3C,1095000,2017-01-11 00:00:00 -0500
24395,20472,9C,1100000,2014-09-22 00:00:00 -0400
24396,20472,6B,1975000,2016-03-29 00:00:00 -0400
24397,20472,6D,1199000,2017-09-06 00:00:00 -0400
24398,20472,2AB,3950000,2016-05-12 00:00:00 -0400
24399,20472,2-D,1070000,2017-03-17 01:18:17 -0400
24400,20472,1-A,1295000,2016-03-22 00:00:00 -0400
24401,20492,5B,650000,2015-03-10 00:00:00 -0400
24402,20492,1D,625000,2017-06-23 15:46:00 -0400
24403,20492,4C,529000,2018-01-24 00:00:00 -0500
24404,20492,4/5D,999500,2015-11-02 00:00:00 -0500
24405,20492,2C,1295000,2018-08-22 00:00:00 -0400
24406,20492,4B,515000,2015-07-31 00:00:00 -0400
24407,20492,3D,285000,2014-09-04 00:00:00 -0400
24408,20492,2A,539000,2016-03-03 15:19:33 -0500
24409,20492,2C,1175000,2016-09-06 00:00:00 -0400
24410,20550,18-A,3025000,2017-09-06 00:00:00 -0400
24411,20550,5-D,1300000,2018-03-08 00:00:00 -0500
24412,20550,11-A,2130000,2017-08-22 00:00:00 -0400
24413,20550,17-C,1670000,2017-08-22 00:00:00 -0400
24414,20550,14-C,1495000,2018-08-03 00:00:00 -0400
24415,20550,11-D,965000,2017-10-06 00:00:00 -0400
24416,20550,10-B,2350000,2017-08-22 00:00:00 -0400
24417,20550,9-C,1420000,2017-08-22 00:00:00 -0400
24418,20550,4-C,1320000,2017-09-19 00:00:00 -0400
24419,20550,14-D,975000,2017-10-17 00:00:00 -0400
24420,20550,3-B,1320000,2017-08-15 00:00:00 -0400
24421,20550,4-E,930000,2018-03-08 00:00:00 -0500
24422,20550,15-A,2220000,2018-03-08 00:00:00 -0500
24423,20550,9-E,955000,2017-09-01 00:00:00 -0400
24424,20550,6-C,1360000,2017-07-13 00:00:00 -0400
24425,20550,16-A,3275000,2017-08-22 00:00:00 -0400
24426,20550,12-D,970000,2017-07-06 00:00:00 -0400
24427,20550,15-C,1505000,2017-07-13 00:00:00 -0400
24428,20550,17-A,2900000,2017-07-01 00:00:00 -0400
24429,20550,3-C,1900000,2017-07-01 00:00:00 -0400
24430,20550,9-A,1465000,2017-07-01 00:00:00 -0400
24431,20550,16-C,1650000,2017-10-17 00:00:00 -0400
24432,20550,7-A,1425000,2017-12-11 00:00:00 -0500
24433,20550,11-C,1445000,2017-12-11 00:00:00 -0500
24434,20550,5-E,935000,2017-07-01 00:00:00 -0400
24435,20550,6-D,1320000,2018-03-29 00:00:00 -0400
24436,20550,8-B,1420000,2017-09-01 00:00:00 -0400
24437,20550,6-A,1385000,2017-07-06 00:00:00 -0400
24438,20550,7-D,1365000,2017-07-23 00:00:00 -0400
24439,20550,5-C,1340000,2018-03-08 00:00:00 -0500
24440,20550,12-C,1465000,2018-03-08 00:00:00 -0500
24441,20550,20-A,2725000,2017-07-13 00:00:00 -0400
24442,20550,10-A,2100000,2017-07-01 00:00:00 -0400
24443,20550,2-A,2270000,2017-08-01 00:00:00 -0400
24444,20550,PH-B,2830000,2017-12-11 00:00:00 -0500
24445,20550,19-B,2305000,2017-07-06 00:00:00 -0400
24446,20567,2G,499000,2016-03-10 00:00:00 -0500
24447,20567,3A,425000,2015-04-22 00:00:00 -0400
24448,20567,7E,550000,2018-04-23 00:00:00 -0400
24449,20567,6C,595000,2017-02-21 00:00:00 -0500
24450,20567,9/10B,850000,2014-09-02 00:00:00 -0400
24451,20567,6B,399000,2014-05-16 00:00:00 -0400
24452,20567,3D,460000,2014-03-26 00:00:00 -0400
24453,20567,LA,2995000,2017-09-13 00:00:00 -0400
24454,20567,6F,519000,2017-05-30 00:00:00 -0400
24455,20567,2E,550000,2017-10-10 00:00:00 -0400
24456,20567,3G,519000,2017-05-10 00:00:00 -0400
24457,20567,4H,435000,2014-12-01 00:00:00 -0500
24458,20567,7D,550000,2018-04-03 00:00:00 -0400
24459,20567,5G,525000,2017-11-02 00:00:00 -0400
24460,20567,11G,450000,2015-04-02 00:00:00 -0400
24461,20567,6H,499000,2016-02-11 00:00:00 -0500
24462,20567,LC,650000,2017-03-07 00:00:00 -0500
24463,20567,9H,550000,2017-07-05 00:00:00 -0400
24464,20567,11H,595000,2018-02-07 16:12:00 -0500
24465,20567,10D,550000,2016-09-06 00:00:00 -0400
24466,20567,7D,429000,2018-04-03 00:00:00 -0400
